거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
"    22,000",1986,2013, 대봉동,청운맨션,3,21~31,105.11,44-10,27110,11
"    43,900",2007,2013, 대봉동,센트로팰리스,3,21~31,141.47,60-10,27110,19
"    20,500",1986,2013, 대봉동,청운맨션,3,21~31,122.22,44-10,27110,12
"     7,700",1979,2013, 동인동1가,동인태평78,4,11~20,63.5,116,27110,4
"     5,150",1979,2013, 동인동1가,동인태평78,4,21~30,46.15,116,27110,5
"    14,100",2007,2013, 동인동1가,삼승슈퍼타워,4,21~30,80.03,362,27110,9
"     7,000",1979,2013, 동인동3가,동남,4,21~30,67.5,343,27110,3
"    22,500",2009,2013, 동인동4가,동인동삼정그린코아,4,1~10,84.73,220,27110,6
"    14,100",2002,2013, 삼덕동2가,나누리,4,21~30,83.8,149-59,27110,5
"    15,500",2003,2013, 삼덕동2가,삼덕아이파크,4,21~30,84.25,29-1,27110,12
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.57,383,27110,9
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,10
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.57,383,27110,13
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,5
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.61,383,27110,17
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,13
"    28,716",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.61,383,27110,7
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.61,383,27110,28
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,8
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.61,383,27110,13
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.57,383,27110,8
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.61,383,27110,14
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,3
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.75,383,27110,11
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,1~10,84.8,383,27110,12
"    28,716",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.8,383,27110,7
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.75,383,27110,18
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,11
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.75,383,27110,9
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,29
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,12
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,12
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.75,383,27110,8
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,3
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.75,383,27110,15
"    28,910",2013,2013, 삼덕동3가,삼덕청아람,4,11~20,84.61,383,27110,29
"    27,377",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.75,383,27110,4
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.75,383,27110,31
"    27,824",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.57,383,27110,7
"    25,889",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.75,383,27110,1
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.57,383,27110,26
"    25,901",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.61,383,27110,15
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.61,383,27110,8
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.75,383,27110,12
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.75,383,27110,24
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.8,383,27110,21
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.61,383,27110,15
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,4,21~30,84.8,383,27110,20
"    21,000",2006,2013, 봉산동,봉산뜨란채,4,1~10,84.6,110,27110,14
"    14,500",2003,2013, 봉산동,시티타운,4,21~30,84.28,168-71,27110,7
"    13,800",1975,2013, 수동,희도맨션,4,1~10,101.26,101,27110,9
"     8,100",1978,2013, 태평로1가,태평,4,1~10,58.81,23-1,27110,4
"     5,500",1978,2013, 태평로1가,태평,4,21~30,48.6,23-1,27110,4
"    47,700",2007,2013, 계산동2가,미소시티,4,21~30,157.22,100,27110,5
"    26,000",2006,2013, 대신동,태왕아너스스카이,4,1~10,84.93,305-1,27110,10
"    23,850",2006,2013, 대신동,태왕아너스스카이,4,1~10,75.98,305-1,27110,2
"    34,000",2006,2013, 대신동,태왕아너스스카이,4,1~10,133.76,305-1,27110,17
"    14,600",1985,2013, 대신동,동서,4,1~10,83.06,1450,27110,4
"    24,300",2006,2013, 대신동,태왕아너스스카이,4,1~10,75.98,305-1,27110,7
"    10,900",1985,2013, 대신동,동서,4,11~20,65.06,1450,27110,1
"     7,150",1979,2013, 대신동,광명,4,11~20,54.74,1535,27110,4
"     8,000",1979,2013, 대신동,광명,4,21~30,59.24,1535,27110,5
"    40,000",2006,2013, 대신동,태왕아너스스카이,4,21~30,191.39,305-1,27110,16
"    25,000",2008,2013, 남산동,남산휴먼시아2단지,4,1~10,76.99,2991,27110,18
"    28,200",2006,2013, 남산동,허브스카이,4,1~10,130.91,654-1,27110,25
"    23,000",2005,2013, 남산동,남산그린타운,4,1~10,84.96,2937-1,27110,7
"    25,000",2005,2013, 남산동,남산그린타운,4,1~10,84.96,2937-1,27110,23
"    25,500",1993,2013, 남산동,보성황실타운,4,1~10,217.38,2466-1,27110,1
"    15,250",1983,2013, 남산동,삼성솔라,4,1~10,143.98,130-2,27110,3
"    19,000",1993,2013, 남산동,보성황실타운,4,1~10,84.99,2466-1,27110,15
"    16,950",1992,2013, 남산동,송림맨션,4,1~10,84.97,2434,27110,17
"    32,000",2007,2013, 남산동,반월당삼정그린코아,4,11~20,127.17,665,27110,21
"    29,700",2007,2013, 남산동,반월당삼정그린코아,4,11~20,129.83,665,27110,20
"    17,700",2005,2013, 남산동,남산그린타운,4,11~20,53.41,2937-1,27110,12
"    10,000",1992,2013, 남산동,까치,4,11~20,59.66,2482-1,27110,15
"     7,500",1975,2013, 남산동,남문시장2지구,4,11~20,68.03,699-7,27110,6
"    24,000",2005,2013, 남산동,남산그린타운,4,11~20,84.96,2937-1,27110,8
"    21,000",2006,2013, 남산동,허브스카이,4,11~20,84.88,654-1,27110,17
"    17,600",2005,2013, 남산동,남산그린타운,4,11~20,53.41,2937-1,27110,16
"    14,800",1993,2013, 남산동,보성황실타운,4,11~20,59.96,2466-1,27110,5
"    17,500",1993,2013, 남산동,보성황실타운,4,11~20,59.96,2466-1,27110,18
"    31,000",2006,2013, 남산동,허브스카이,4,11~20,130.91,654-1,27110,21
"    17,550",2005,2013, 남산동,남산그린타운,4,21~30,53.41,2937-1,27110,6
"    28,250",2005,2013, 남산동,남산그린타운,4,21~30,110.07,2937-1,27110,12
"    25,500",2007,2013, 남산동,반월당삼정그린코아,4,21~30,102.64,665,27110,13
"    12,900",1992,2013, 남산동,까치,4,21~30,53.6,2482-1,27110,6
"    25,500",1993,2013, 남산동,보성황실타운,4,21~30,217.38,2466-1,27110,18
"    25,050",1993,2013, 남산동,보성황실타운,4,21~30,163.72,2466-1,27110,4
"    23,000",2005,2013, 남산동,남산그린타운,4,21~30,84.96,2937-1,27110,7
"    26,000",2008,2013, 남산동,남산휴먼시아2단지,4,21~30,76.99,2991,27110,12
"    18,750",1992,2013, 남산동,송림맨션,4,21~30,134.59,2434,27110,3
"    23,000",2008,2013, 남산동,남산휴먼시아2단지,4,21~30,76.99,2991,27110,18
"    31,500",2008,2013, 남산동,남산휴먼시아2단지,4,21~30,108.63,2991,27110,10
"    27,800",2007,2013, 남산동,반월당삼정그린코아,4,21~30,132.15,665,27110,12
"    11,500",1992,2013, 남산동,까치,4,21~30,53.6,2482-1,27110,4
"    24,000",1993,2013, 남산동,보성황실타운,4,21~30,217.38,2466-1,27110,21
"    22,000",2006,2013, 대봉동,대봉화성파크드림,4,1~10,84.05,152-24,27110,6
"    42,720",2007,2013, 대봉동,센트로팰리스,4,1~10,153.05,60-10,27110,37
"    38,311",2007,2013, 대봉동,센트로팰리스,4,1~10,153.05,60-10,27110,29
"    39,551",2007,2013, 대봉동,센트로팰리스,4,1~10,153.05,60-10,27110,31
"    30,000",2007,2013, 대봉동,센트로팰리스,4,1~10,80.74,60-10,27110,15
"    40,700",2007,2013, 대봉동,센트로팰리스,4,1~10,153.05,60-10,27110,29
"    26,800",2007,2013, 대봉동,센트로팰리스,4,11~20,80.74,60-10,27110,3
"    28,500",2007,2013, 대봉동,센트로팰리스,4,11~20,80.71,60-10,27110,18
"    23,900",1986,2013, 대봉동,청운맨션,4,11~20,122.22,44-10,27110,5
"    23,000",2006,2013, 대봉동,대봉화성파크드림,4,11~20,84.05,152-24,27110,10
"    19,300",1986,2013, 대봉동,청운맨션,4,21~30,122.22,44-10,27110,1
"    27,000",2007,2013, 대봉동,센트로팰리스,4,21~30,80.71,60-10,27110,7
"    19,000",1981,2013, 대봉동,삼익맨션,4,21~30,157.61,44-4,27110,10
"    25,200",2007,2013, 대봉동,센트로팰리스,4,21~30,80.71,60-10,27110,4
"    49,000",2007,2013, 대봉동,센트로팰리스,4,21~30,153.05,60-10,27110,41
"    10,200",1997,2013, 동인동1가,시티타운,5,1~10,59.91,33-1,27110,13
"     4,000",1979,2013, 동인동1가,동인태평78,5,21~31,46.15,116,27110,2
"    15,800",2003,2013, 동인동1가,대흥아트,5,21~31,84.63,217,27110,9
"     7,000",1980,2013, 동인동3가,극동(고려),5,1~10,68.36,48,27110,4
"     8,100",1979,2013, 동인동3가,동인(279-1),5,11~20,78.02,279-1,27110,2
"    21,350",2009,2013, 동인동4가,동인동삼정그린코아,5,1~10,84.73,220,27110,18
"    26,000",2009,2013, 동인동4가,동인동삼정그린코아,5,11~20,107.9,220,27110,16
"    20,000",2003,2013, 삼덕동2가,삼덕아이파크,5,1~10,118.83,29-1,27110,3
"    17,250",2003,2013, 삼덕동2가,삼덕아이파크,5,11~20,102.19,29-1,27110,11
"    29,268",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.75,383,27110,14
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.75,383,27110,28
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,10
"    30,008",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.61,383,27110,31
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,19
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,13
"    28,716",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.8,383,27110,7
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,12
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,16
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.57,383,27110,12
"    28,716",2013,2013, 삼덕동3가,삼덕청아람,5,1~10,84.8,383,27110,6
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,31
"    28,716",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,6
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,32
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,8
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,2
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,28
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,4
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,16
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,18
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,5
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,33
"    29,115",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,29
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,25
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,25
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.57,383,27110,8
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,10
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,5
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,34
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.8,383,27110,4
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.8,383,27110,9
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,8
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,17
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.8,383,27110,2
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,3
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,19
"    26,782",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.8,383,27110,1
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,11
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,4
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.75,383,27110,12
"    29,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.57,383,27110,8
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,5,11~20,84.61,383,27110,4
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.8,383,27110,12
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.8,383,27110,8
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.57,383,27110,21
"    29,460",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.8,383,27110,12
"    30,008",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.8,383,27110,16
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.75,383,27110,19
"    28,910",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.61,383,27110,23
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.61,383,27110,26
"    28,124",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.75,383,27110,6
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,5,21~31,84.57,383,27110,14
"    20,150",2006,2013, 봉산동,봉산뜨란채,5,21~31,59.38,110,27110,13
"    12,000",2003,2013, 수창동,경진테크빌(102동),5,1~10,84.9,40-11,27110,3
"    12,100",2003,2013, 수창동,경진테크빌(102동),5,21~31,84.9,40-11,27110,2
"    35,800",2007,2013, 계산동2가,미소시티,5,1~10,138.16,100,27110,23
"    36,000",2007,2013, 계산동2가,미소시티,5,21~31,138.16,100,27110,7
"     9,900",1980,2013, 태평로2가,건영맨션,5,1~10,80,38-4,27110,6
"    38,000",2006,2013, 대신동,태왕아너스스카이,5,1~10,162.05,305-1,27110,11
"     9,700",1979,2013, 대신동,광명,5,11~20,69.09,1535,27110,4
"    15,000",1985,2013, 대신동,동서,5,11~20,84.42,1450,27110,1
"    24,300",2006,2013, 대신동,태왕아너스스카이,5,11~20,75.98,305-1,27110,8
"    27,300",2006,2013, 대신동,태왕아너스스카이,5,11~20,84.93,305-1,27110,25
"     8,000",1979,2013, 대신동,광명,5,11~20,59.24,1535,27110,5
"    33,200",2006,2013, 대신동,태왕아너스스카이,5,21~31,133.76,305-1,27110,23
"    12,500",1984,2013, 달성동,금오맨션,5,1~10,74.82,118-3,27110,6
"     8,950",1984,2013, 달성동,금오맨션,5,11~20,80.64,118-3,27110,1
"    21,550",2005,2013, 남산동,남산그린타운,5,1~10,69.24,2937-1,27110,13
"    14,000",1992,2013, 남산동,송림맨션,5,1~10,59.99,2434,27110,9
"    17,000",1993,2013, 남산동,보성황실타운,5,1~10,59.96,2466-1,27110,10
"    31,700",2008,2013, 남산동,남산휴먼시아2단지,5,1~10,108.63,2991,27110,7
"    17,000",2005,2013, 남산동,남산그린타운,5,1~10,69.24,2937-1,27110,1
"     9,400",2003,2013, 남산동,심미한마음,5,1~10,53.82,2483-1,27110,8
"    19,500",1993,2013, 남산동,보성황실타운,5,1~10,84.99,2466-1,27110,16
"    19,200",1992,2013, 남산동,송림맨션,5,1~10,134.59,2434,27110,6
"    25,500",2005,2013, 남산동,남산그린타운,5,1~10,110.07,2937-1,27110,3
"    13,000",2005,2013, 남산동,남산모던,5,11~20,58.43,2482-255,27110,7
"    25,400",2006,2013, 남산동,허브스카이,5,11~20,99.92,654-1,27110,10
"    17,700",2005,2013, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,13
"    15,200",1992,2013, 남산동,송림맨션,5,11~20,134.59,2434,27110,11
"    28,400",2007,2013, 남산동,반월당삼정그린코아,5,11~20,127.17,665,27110,21
"    16,200",2003,2013, 남산동,심미한마음,5,11~20,79.9,2483-1,27110,3
"    25,200",2006,2013, 남산동,허브스카이,5,11~20,99.92,654-1,27110,12
"    19,500",1993,2013, 남산동,보성황실타운,5,21~31,84.99,2466-1,27110,12
"    13,000",1992,2013, 남산동,송림맨션,5,21~31,59.99,2434,27110,2
"    23,400",2005,2013, 남산동,남산그린타운,5,21~31,84.96,2937-1,27110,22
"    33,000",1993,2013, 남산동,보성황실타운,5,21~31,163.72,2466-1,27110,22
"    14,500",1993,2013, 남산동,보성황실타운,5,21~31,59.96,2466-1,27110,2
"    13,800",1992,2013, 남산동,송림맨션,5,21~31,59.99,2434,27110,7
"    17,900",2005,2013, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,17
"    29,400",2006,2013, 남산동,허브스카이,5,21~31,151.32,654-1,27110,7
"    28,900",2008,2013, 남산동,남산휴먼시아2단지,5,21~31,84.99,2991,27110,14
"    30,500",2007,2013, 대봉동,센트로팰리스,5,1~10,80.74,60-10,27110,16
"    14,500",1978,2013, 대봉동,청구맨션,5,1~10,84.13,55-3,27110,11
"    24,400",1986,2013, 대봉동,청운맨션,5,1~10,128.07,44-10,27110,4
"    22,000",1986,2013, 대봉동,청운맨션,5,1~10,105.11,44-10,27110,7
"    46,500",2007,2013, 대봉동,센트로팰리스,5,11~20,179.46,60-10,27110,17
"    20,000",1986,2013, 대봉동,청운맨션,5,11~20,105.11,44-10,27110,2
"    40,316",2007,2013, 대봉동,센트로팰리스,5,11~20,153.05,60-10,27110,32
"    30,300",2007,2013, 대봉동,센트로팰리스,5,11~20,80.74,60-10,27110,20
"    27,000",2007,2013, 대봉동,센트로팰리스,5,11~20,80.74,60-10,27110,13
"    19,000",1986,2013, 대봉동,청운맨션,5,21~31,84.93,44-10,27110,7
"     9,800",1997,2013, 동인동1가,시티타운,6,1~10,51.87,33-1,27110,15
"    23,200",2009,2013, 동인동4가,동인동삼정그린코아,6,11~20,84.73,220,27110,5
"    22,000",2009,2013, 동인동4가,동인동삼정그린코아,6,11~20,84.73,220,27110,14
"    21,000",2009,2013, 동인동4가,동인동삼정그린코아,6,11~20,84.73,220,27110,9
"    24,000",2009,2013, 동인동4가,동인동삼정그린코아,6,21~30,107.9,220,27110,3
"    16,000",2003,2013, 삼덕동2가,삼덕아이파크,6,21~30,118.83,29-1,27110,6
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.8,383,27110,9
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.57,383,27110,23
"    29,758",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.61,383,27110,18
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.57,383,27110,16
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.75,383,27110,31
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.57,383,27110,12
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,1~10,84.75,383,27110,33
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.57,383,27110,10
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.57,383,27110,13
"    29,560",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.61,383,27110,22
"    28,568",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.57,383,27110,12
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.57,383,27110,19
"    26,782",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.8,383,27110,1
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,11~20,84.75,383,27110,17
"    29,163",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.8,383,27110,9
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.75,383,27110,25
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.75,383,27110,32
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.75,383,27110,28
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.57,383,27110,8
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,6,21~30,84.61,383,27110,3
"    24,200",2006,2013, 봉산동,봉산뜨란채,6,1~10,75.95,110,27110,18
"    19,500",2006,2013, 봉산동,봉산뜨란채,6,11~20,84.81,110,27110,15
"    23,450",2006,2013, 봉산동,봉산뜨란채,6,11~20,84.6,110,27110,1
"    20,600",2006,2013, 봉산동,봉산뜨란채,6,21~30,59.38,110,27110,10
"     8,600",1985,2013, 태평로1가,태평라이프,6,1~10,54.6,1-187,27110,4
"    34,500",2007,2013, 계산동2가,미소시티,6,1~10,138.16,100,27110,8
"    16,200",2007,2013, 동산동,석우리치타운,6,11~20,81.9,5-2,27110,6
"    10,500",1979,2013, 대신동,광명,6,1~10,59.24,1535,27110,5
"    31,800",2006,2013, 대신동,태왕아너스스카이,6,1~10,131.34,305-1,27110,4
"    14,400",1985,2013, 대신동,동서,6,11~20,84.42,1450,27110,4
"     7,800",1979,2013, 대신동,광명,6,11~20,54.74,1535,27110,2
"    24,500",2006,2013, 대신동,태왕아너스스카이,6,21~30,75.98,305-1,27110,19
"    28,500",2006,2013, 남산동,허브스카이,6,1~10,139.07,654-1,27110,12
"    17,200",1993,2013, 남산동,보성황실타운,6,1~10,59.96,2466-1,27110,12
"    29,000",2007,2013, 남산동,반월당삼정그린코아,6,1~10,102.64,665,27110,24
"    24,800",2005,2013, 남산동,남산그린타운,6,1~10,84.96,2937-1,27110,20
"    17,900",1993,2013, 남산동,보성황실타운,6,11~20,84.99,2466-1,27110,1
"    23,000",2005,2013, 남산동,남산그린타운,6,11~20,84.96,2937-1,27110,3
"    23,000",2007,2013, 남산동,반월당삼정그린코아,6,11~20,84.97,665,27110,12
"    16,900",1992,2013, 남산동,송림맨션,6,11~20,84.97,2434,27110,10
"    30,000",1993,2013, 남산동,보성황실타운,6,11~20,217.38,2466-1,27110,12
"    17,500",1993,2013, 남산동,보성황실타운,6,11~20,84.99,2466-1,27110,19
"    26,000",2008,2013, 남산동,남산휴먼시아2단지,6,11~20,76.99,2991,27110,13
"    25,600",2006,2013, 남산동,허브스카이,6,11~20,99.92,654-1,27110,18
"    31,800",2007,2013, 남산동,반월당삼정그린코아,6,11~20,132.15,665,27110,7
"    30,000",2007,2013, 남산동,반월당삼정그린코아,6,11~20,129.83,665,27110,9
"     6,000",2003,2013, 남산동,심미한마음,6,21~30,59.55,2483-1,27110,3
"    22,500",2005,2013, 남산동,남산그린타운,6,21~30,69.24,2937-1,27110,20
"    16,900",1993,2013, 남산동,보성황실타운,6,21~30,59.96,2466-1,27110,9
"    28,500",2007,2013, 남산동,반월당삼정그린코아,6,21~30,102.64,665,27110,5
"    19,000",1993,2013, 남산동,보성황실타운,6,21~30,84.99,2466-1,27110,10
"    17,750",2005,2013, 남산동,남산그린타운,6,21~30,53.41,2937-1,27110,21
"    28,500",2008,2013, 남산동,남산휴먼시아2단지,6,21~30,84.99,2991,27110,19
"    28,300",2007,2013, 대봉동,센트로팰리스,6,1~10,80.71,60-10,27110,24
"    27,000",2007,2013, 대봉동,센트로팰리스,6,1~10,80.71,60-10,27110,14
"    38,800",2007,2013, 대봉동,센트로팰리스,6,1~10,129.19,60-10,27110,29
"    25,000",2007,2013, 대봉동,센트로팰리스,6,11~20,80.71,60-10,27110,15
"    29,100",2006,2013, 대봉동,대봉화성파크드림,6,11~20,110.97,152-24,27110,9
"    30,500",2007,2013, 대봉동,센트로팰리스,6,11~20,80.74,60-10,27110,22
"    14,400",1978,2013, 대봉동,청구맨션,6,11~20,84.13,55-3,27110,7
"    23,570",2006,2013, 대봉동,대봉화성파크드림,6,11~20,84.05,152-24,27110,6
"    16,100",1981,2013, 대봉동,삼익맨션,6,21~30,84.66,44-4,27110,6
"    22,000",1986,2013, 대봉동,청운맨션,6,21~30,122.22,44-10,27110,7
"    23,900",2009,2013, 동인동4가,동인동삼정그린코아,7,1~10,84.73,220,27110,2
"    18,600",2009,2013, 동인동4가,동인동삼정그린코아,7,21~31,84.73,220,27110,1
"    19,600",2003,2013, 삼덕동2가,삼덕아이파크,7,1~10,117.85,29-1,27110,5
"    28,865",2013,2013, 삼덕동3가,삼덕청아람,7,1~10,84.75,383,27110,25
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,7,1~10,84.75,383,27110,11
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,7,1~10,84.8,383,27110,4
"    28,270",2013,2013, 삼덕동3가,삼덕청아람,7,1~10,84.75,383,27110,8
"    27,675",2013,2013, 삼덕동3가,삼덕청아람,7,1~10,84.8,383,27110,2
"    30,000",2013,2013, 삼덕동3가,삼덕청아람,7,21~31,84.8,383,27110,32
"     7,000",1985,2013, 태평로1가,태평라이프,7,11~20,54.6,1-187,27110,7
"     6,500",1976,2013, 도원동,도원,7,21~31,38.91,3-5,27110,3
"    35,000",2007,2013, 계산동2가,미소시티,7,21~31,138.16,100,27110,15
"    34,000",2006,2013, 대신동,태왕아너스스카이,7,21~31,162.05,305-1,27110,14
"    20,800",1993,2013, 남산동,보성황실타운,7,1~10,84.99,2466-1,27110,19
"    17,800",2005,2013, 남산동,남산그린타운,7,1~10,53.41,2937-1,27110,12
"     7,150",1975,2013, 남산동,남문시장2지구,7,1~10,68.03,699-7,27110,4
"    25,700",2008,2013, 남산동,남산휴먼시아2단지,7,1~10,76.99,2991,27110,14
"    21,800",2006,2013, 남산동,허브스카이,7,1~10,84.88,654-1,27110,16
"    18,000",1993,2013, 남산동,보성황실타운,7,1~10,84.99,2466-1,27110,11
"    16,200",1993,2013, 남산동,보성황실타운,7,1~10,59.96,2466-1,27110,1
"    28,000",2008,2013, 남산동,남산휴먼시아2단지,7,1~10,84.99,2991,27110,17
